        5931
 1.00000004469E+01 2.34677006448E+14 1.00000007080E+00 5.97040375333E+24 4.13668842940E-08
 1.00577997964E+01 2.36829536653E+14 1.00000007104E+00 6.00491229616E+24 4.15064098305E-08
 1.01159332223E+01 2.39001810532E+14 1.00000007128E+00 6.03962029611E+24 4.16464059699E-08
 1.01744026556E+01 2.41194009179E+14 1.00000007152E+00 6.07452890603E+24 4.17868742994E-08
 1.02332100384E+01 2.43406315352E+14 1.00000007176E+00 6.10963928543E+24 4.19278164117E-08
 1.02923573241E+01 2.45638913483E+14 1.00000007201E+00 6.14495260052E+24 4.20692339047E-08
 1.03518464772E+01 2.47891989695E+14 1.00000007225E+00 6.18047002426E+24 4.22111283820E-08
 1.04116794737E+01 2.50165731820E+14 1.00000007249E+00 6.21619273639E+24 4.23535014523E-08
 1.04718583011E+01 2.52460329412E+14 1.00000007274E+00 6.25212192345E+24 4.24963547298E-08
 1.05323849581E+01 2.54775973765E+14 1.00000007298E+00 6.28825877886E+24 4.26396898343E-08
 1.05932614553E+01 2.57112857924E+14 1.00000007323E+00 6.32460450293E+24 4.27835083908E-08
 1.06544898147E+01 2.59471176710E+14 1.00000007348E+00 6.36116030291E+24 4.29278120300E-08
 1.07160720700E+01 2.61851126725E+14 1.00000007372E+00 6.39792739302E+24 4.30726023881E-08
 1.07780102667E+01 2.64252906380E+14 1.00000007397E+00 6.43490699450E+24 4.32178811066E-08
 1.08403064621E+01 2.66676715901E+14 1.00000007422E+00 6.47210033565E+24 4.33636498327E-08
 1.09029627255E+01 2.69122757355E+14 1.00000007447E+00 6.50950865189E+24 4.35099102193E-08
 1.09659811380E+01 2.71591234658E+14 1.00000007472E+00 6.54713318574E+24 4.36566639245E-08
 1.10293637929E+01 2.74082353600E+14 1.00000007497E+00 6.58497518693E+24 4.38039126123E-08
 1.10931127953E+01 2.76596321857E+14 1.00000007523E+00 6.62303591242E+24 4.39516579523E-08
 1.11572302628E+01 2.79133349009E+14 1.00000007548E+00 6.66131662640E+24 4.40999016195E-08
 1.12217183251E+01 2.81693646560E+14 1.00000007574E+00 6.69981860041E+24 4.42486452947E-08
 1.12865791242E+01 2.84277427954E+14 1.00000007599E+00 6.73854311331E+24 4.43978906645E-08
 1.13518148145E+01 2.86884908590E+14 1.00000007625E+00 6.77749145135E+24 4.45476394210E-08
 1.14174275628E+01 2.89516305848E+14 1.00000007650E+00 6.81666490824E+24 4.46978932620E-08
 1.14834195485E+01 2.92171839096E+14 1.00000007676E+00 6.85606478515E+24 4.48486538911E-08
 1.15497929636E+01 2.94851729717E+14 1.00000007702E+00 6.89569239076E+24 4.49999230177E-08
 1.16165500127E+01 2.97556201126E+14 1.00000007728E+00 6.93554904134E+24 4.51517023569E-08
 1.16836929132E+01 3.00285478784E+14 1.00000007754E+00 6.97563606075E+24 4.53039936296E-08
 1.17512238953E+01 3.03039790222E+14 1.00000007780E+00 7.01595478051E+24 4.54567985623E-08
 1.18191452021E+01 3.05819365058E+14 1.00000007807E+00 7.05650653983E+24 4.56101188878E-08
 1.18874590895E+01 3.08624435016E+14 1.00000007833E+00 7.09729268567E+24 4.57639563442E-08
 1.19561678268E+01 3.11455233944E+14 1.00000007859E+00 7.13831457276E+24 4.59183126759E-08
 1.20252736962E+01 3.14311997837E+14 1.00000007886E+00 7.17957356366E+24 4.60731896329E-08
 1.20947789929E+01 3.17194964854E+14 1.00000007912E+00 7.22107102884E+24 4.62285889713E-08
 1.21646860257E+01 3.20104375337E+14 1.00000007939E+00 7.26280834665E+24 4.63845124529E-08
 1.22349971166E+01 3.23040471834E+14 1.00000007966E+00 7.30478690342E+24 4.65409618457E-08
 1.23057146011E+01 3.26003499118E+14 1.00000007993E+00 7.34700809350E+24 4.66979389235E-08
 1.23768408280E+01 3.28993704206E+14 1.00000008020E+00 7.38947331930E+24 4.68554454661E-08
 1.24483781598E+01 3.32011336382E+14 1.00000008047E+00 7.43218399132E+24 4.70134832592E-08
 1.25203289728E+01 3.35056647215E+14 1.00000008074E+00 7.47514152823E+24 4.71720540949E-08
 1.25926956567E+01 3.38129890582E+14 1.00000008101E+00 7.51834735689E+24 4.73311597709E-08
 1.26654806154E+01 3.41231322689E+14 1.00000008129E+00 7.56180291241E+24 4.74908020912E-08
 1.27386862664E+01 3.44361202093E+14 1.00000008156E+00 7.60550963820E+24 4.76509828658E-08
 1.28123150413E+01 3.47519789719E+14 1.00000008183E+00 7.64946898600E+24 4.78117039109E-08
 1.28863693857E+01 3.50707348891E+14 1.00000008211E+00 7.69368241595E+24 4.79729670488E-08
 1.29608517594E+01 3.53924145342E+14 1.00000008239E+00 7.73815139664E+24 4.81347741078E-08
 1.30357646363E+01 3.57170447247E+14 1.00000008267E+00 7.78287740512E+24 4.82971269226E-08
 1.31111105048E+01 3.60446525239E+14 1.00000008294E+00 7.82786192700E+24 4.84600273339E-08
 1.31868918675E+01 3.63752652433E+14 1.00000008322E+00 7.87310645648E+24 4.86234771887E-08
